ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossFloorArea,UnitOfMeasurement,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000205131,No,Guangzhou Airport Logistics Park J7,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,66,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,18094,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205133,No,Guangzhou Airport Logistics Park J8,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,80,Platinum,09/12/2024 00:00,Yes,Corporate: Privately Held,18104,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205135,No,Guangzhou Airport Logistics Park J9,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,72,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,18100,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205137,No,Guangzhou Airport Logistics Park J10,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,68,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,26306,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205139,No,Guangzhou Airport Logistics Park J11,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,83,Platinum,09/12/2024 00:00,Yes,Corporate: Privately Held,18248,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205141,No,Guangzhou Airport Logistics Park J12,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,82,Platinum,09/12/2024 00:00,Yes,Corporate: Privately Held,18238,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205146,No,Guangzhou Airport Logistics Park J13,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,70,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,13895,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205148,No,Guangzhou Airport Logistics Park J14,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,72,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,13919,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205150,No,Guangzhou Airport Logistics Park J15,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,72,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,13892,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205152,No,Guangzhou Airport Logistics Park J16,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,82,Platinum,09/12/2024 00:00,Yes,Corporate: Privately Held,13879,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205154,No,Guangzhou Airport Logistics Park J17,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,81,Platinum,09/12/2024 00:00,Yes,Corporate: Privately Held,13910,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205156,No,Guangzhou Airport Logistics Park J18,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,69,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,13879,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205158,No,Guangzhou Airport Logistics Park J25,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,66,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,19610,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205162,No,Guangzhou Airport Logistics Park J26,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,80,Platinum,09/12/2024 00:00,Yes,Corporate: Privately Held,19691,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205164,No,Guangzhou Airport Logistics Park J27,"No.1 Jingang Center, Huadong Town, Huadu",Guangzhou,Guangdong,510890,CN,LEED v4.1 O+M: EB,72,Gold,09/12/2024 00:00,Yes,Corporate: Privately Held,19609,Sq m,0,Warehouse: General,Guangzhou Dingfu Commercial Operations C,29/05/2024 00:00
1000205243,No,Mapletree Wenzhou Industrial Park 1,"No. 1345 Binhai 11th Road, Xinghai Stree",Wenzhou,Zhejiang,325025,CN,LEED v4.1 O+M: EB,70,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,33115,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,31/05/2024 00:00
1000205245,No,Mapletree Wenzhou Industrial Park 2,"No. 1345 Binhai 11th Road, Xinghai Stree",Wenzhou,Zhejiang,325025,CN,LEED v4.1 O+M: EB,63,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,32877,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,31/05/2024 00:00
1000205247,No,Mapletree Wenzhou Industrial Park 4,"No. 1345 Binhai 11th Road, Xinghai Stree",Wenzhou,Zhejiang,325025,CN,LEED v4.1 O+M: EB,77,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,12523,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,31/05/2024 00:00
1000205249,No,Mapletree Wenzhou Industrial Park 3,"No. 1345 Binhai 11th Road, Xinghai Stree",Wenzhou,Zhejiang,325025,CN,LEED v4.1 O+M: EB,77,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,14092,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,31/05/2024 00:00
1000205251,No,Mapletree Wenzhou Industrial Park 5,"No. 1345 Binhai 11th Road, Xinghai Stree",Wenzhou,Zhejiang,325025,CN,LEED v4.1 O+M: EB,74,Gold,28/05/2025 00:00,Yes,"Educational: College, Private",12286,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,31/05/2024 00:00
1000205253,No,Mapletree Wenzhou Industrial Park 6,"No. 1345 Binhai 11th Road, Xinghai Stree",Wenzhou,Zhejiang,325025,CN,LEED v4.1 O+M: EB,73,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,14398,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,31/05/2024 00:00
1000205254,No,MERLIN PROPERTIES - P.E. Alvia Ed3,"Jose Echegaray, 8",Las Rozas,Madrid,28232,ES,LEED v4 O+M: EB,66,Gold,21/11/2024 00:00,Yes,Investor: Equity Fund,11735,Sq m,0,Office: Administrative/Professional,"MERLIN PROPERTIES, SOCIMI, S.A.",31/05/2024 00:00
1000205282,No,MT Tianjin Jinghai Logistics Park 1,The intersection of Eighth Branch Road a,Tianjin,,300000,CN,LEED v4.1 O+M: EB,65,Gold,03/12/2024 00:00,Yes,Corporate: Privately Held,7701,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205284,No,MT Tianjin Jinghai Logistics Park 2,The intersection of Eighth Branch Road a,Tianjin,,300000,CN,LEED v4.1 O+M: EB,65,Gold,05/12/2024 00:00,Yes,Corporate: Privately Held,13789,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205286,No,MT Tianjin Jinghai Logistics Park 3,The intersection of Eighth Branch Road a,Tianjin,,300000,CN,LEED v4.1 O+M: EB,67,Gold,05/12/2024 00:00,Yes,Corporate: Privately Held,11776,Sq m,0,Warehouse: Refrigerated,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205288,Yes,Confidential,Confidential,Confidential,Hunan,Confidential,CN,LEED v4.1 O+M: EB,74,Gold,03/12/2024 00:00,Yes,Confidential,22180,Sq m,0,Confidential,Confidential,02/06/2024 00:00
1000205290,Yes,Confidential,Confidential,Confidential,Hunan,Confidential,CN,LEED v4.1 O+M: EB,74,Gold,03/12/2024 00:00,Yes,Confidential,21290,Sq m,0,Confidential,Confidential,02/06/2024 00:00
1000205292,Yes,Confidential,Confidential,Confidential,Hunan,Confidential,CN,LEED v4.1 O+M: EB,74,Gold,03/12/2024 00:00,Yes,Confidential,9146,Sq m,0,Confidential,Confidential,02/06/2024 00:00
1000205294,Yes,Confidential,Confidential,Confidential,Hunan,Confidential,CN,LEED v4.1 O+M: EB,72,Gold,03/12/2024 00:00,Yes,Confidential,22939,Sq m,0,Confidential,Confidential,02/06/2024 00:00
1000205296,No,MT Zhengzhou airport logistics park 1,Mapletree Airport Logistic Park Inter-se,Zhengzhou,Henan,153000,CN,LEED v4.1 O+M: EB,70,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,15667,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205298,No,MT Zhengzhou airport logistics park 2,Mapletree Airport Logistic Park Inter-se,Zhengzhou,Henan,153000,CN,LEED v4.1 O+M: EB,73,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,16653,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205300,No,MT Zhengzhou airport logistics park 3,Mapletree Airport Logistic Park Inter-se,Zhengzhou,Henan,153000,CN,LEED v4.1 O+M: EB,72,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,17543,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205302,No,MT Zhengzhou airport logistics park 4,Mapletree Airport Logistic Park Inter-se,Zhengzhou,Henan,153000,CN,LEED v4.1 O+M: EB,73,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,17543,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205304,No,MT Zhengzhou airport logistics park 5,Mapletree Airport Logistic Park Inter-se,Zhengzhou,Henan,153000,CN,LEED v4.1 O+M: EB,63,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,12850,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205306,No,MT Zhengzhou airport logistics park 6,Mapletree Airport Logistic Park Inter-se,Zhengzhou,Henan,153000,CN,LEED v4.1 O+M: EB,68,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,10372,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,02/06/2024 00:00
1000205311,No,Mapletree Kunming Logistics Park Block 1,Intersection of Airport Avenue and Minch,Kunming Shi,Yunnan,650212,CN,LEED v4.1 O+M: EB,67,Gold,03/12/2024 00:00,Yes,Corporate: Privately Held,10735,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205313,No,Mapletree Kunming Logistics Park Block 2,intersection of airport avenue and minch,Kunming Shi,Yunnan,650212,CN,LEED v4.1 O+M: EB,68,Gold,03/12/2024 00:00,Yes,Corporate: Privately Held,11909,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205316,No,Mapletree Kunming Logistics Park Block 3,intersection of airport avenue and minch,Kunming Shi,Yunnan,650212,CN,LEED v4.1 O+M: EB,67,Gold,03/12/2024 00:00,Yes,Corporate: Privately Held,21040,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205318,No,Mapletree Kunming Logistics Park Block 4,intersection of airport avenue and minch,Kunming Shi,Yunnan,650212,CN,LEED v4.1 O+M: EB,68,Gold,03/12/2024 00:00,Yes,Corporate: Privately Held,8968,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205320,No,Mapletree Kunming Logistics Park Block 5,intersection of airport avenue and minch,Kunming Shi,Yunnan,650212,CN,LEED v4.1 O+M: EB,68,Gold,03/12/2024 00:00,Yes,Corporate: Privately Held,9097,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205323,No,Mapletree Yixing Industrial Park Block 1,"69 Keji Avenue, Gaocheng Town, Yixing Ci",Wuxi,Jiangsu,214201,CN,LEED v4.1 O+M: EB,70,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,13768,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205325,No,Mapletree Yixing Industrial Park Block 2,"69 Keji Avenue, Gaocheng Town, Yixing Ci",Wuxi,Jiangsu,214201,CN,LEED v4.1 O+M: EB,74,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,13965,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205327,No,Mapletree Yixing Industrial Park Block 3,"69 Keji Avenue, Gaocheng Town, Yixing Ci",Wuxi,Jiangsu,214201,CN,LEED v4.1 O+M: EB,74,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,13965,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205329,No,Mapletree Yixing Industrial Park Block 4,"69 Keji Avenue, Gaocheng Town, Yixing Ci",Wuxi,Yunnan,214201,CN,LEED v4.1 O+M: EB,68,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,9569,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205331,No,Mapletree Yixing Industrial Park Block 5,"69 Keji Avenue, Gaocheng Town, Yixing Ci",Wuxi,Jiangsu,214201,CN,LEED v4.1 O+M: EB,73,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,9569,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205333,No,Mapletree Yixing Industrial Park Block 6,"69 Keji Avenue, Gaocheng Town, Yixing Ci",Wuxi,Jiangsu,214201,CN,LEED v4.1 O+M: EB,64,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,13768,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,03/06/2024 00:00
1000205341,No,Ela Green School - O+M Existing Building,"No.1, Karambur Village, Near Maraimalai",Chengalpattu,Tamil Nadu,603209,IN,LEED v4.1 O+M: EB,81,Platinum,16/12/2024 00:00,Yes,"Educational: K-12 School, Private",53688,Sq ft,0,Core Learning Space: K-12 High School,Ela Educational Trust,03/06/2024 00:00
1000205351,No,Jeongdong Building,"21-15, Jeongdong-gil, Jung-gu",Seoul,Soul-tŽukpyolsi,4518,KR,LEED v4 O+M: EB,64,Gold,09/01/2025 00:00,Yes,Investor: Investment Manager,330548.61,Sq m,0,Office: Mixed-Use,IGIS Private Real Estate Investment Trus,04/06/2024 00:00
1000205356,No,IDEE MIMARLIK INSAAT A.S.,Bebek Mah. Insirah Cad. No:46/2 Bebek,Besiktas,Istanbul,34342,TR,LEED v4.1 O+M: EB,69,Gold,18/03/2025 00:00,Yes,Corporate: Privately Held,207,Sq m,0,Office: Administrative/Professional,IDEE Mimarlik Insaat A.S.,04/06/2024 00:00
1000205367,Yes,Confidential,Confidential,Confidential,Tamil Nadu,Confidential,IN,LEED v4.1 O+M: EB,78,Gold,14/01/2025 00:00,Yes,Confidential,68456,Sq ft,0,Confidential,Confidential,04/06/2024 00:00
1000205377,No,The Tower at Metropolitan Oriental Plaza,"No.68, Zou Rong Road, Yuzhong District",Chongqing,Chongqing,400000,CN,LEED v4 O+M: EB,83,Platinum,29/09/2024 00:00,Yes,Corporate: Privately Held,54617,Sq m,0,Office: Other Office,ESG consultancy,05/06/2024 00:00
1000205382,No,"Virtusa, Chennai- Foundation Block","34,IT Highway ,Navalur",Chennai,Tamil Nadu,600130,IN,LEED v4.1 O+M: EB,81,Platinum,21/06/2025 00:00,Yes,Corporate: Privately Held,7497.64,Sq ft,0,Office: Administrative/Professional,Virtusa Consulting Services Private Limi,05/06/2024 00:00
1000205451,No,"Virtusa, Chennai- FTP Building","34 IT Highway,Navalur",Chennai,Tamil Nadu,600130,IN,LEED v4.1 O+M: EB,82,Platinum,21/06/2025 00:00,Yes,Corporate: Privately Held,112000,Sq ft,0,Office: Administrative/Professional,Virtusa Consulting Services Private Limi,06/06/2024 00:00
1000205454,No,"Virtusa, Chennai- Food Court Building","34 IT Highway,Navalur",Chennai,Tamil Nadu,600130,IN,LEED v4.1 O+M: EB,82,Platinum,21/06/2025 00:00,Yes,Corporate: Privately Held,2655.23,Sq m,0,Retail: Restaurant/Cafeteria,Virtusa Consulting Services Private Limi,06/06/2024 00:00
1000205458,No,DBS BANK TOWER,No. 1318 Lujiazui Ring Road,Shanghai,,200126,CN,LEED v4.1 O+M: EB,84,Platinum,24/12/2024 00:00,Yes,Corporate: Privately Held,45957,Sq m,0,Office: Mixed-Use,"Shanghai Lujiazui Financial  Co., Ltd",06/06/2024 00:00
1000205460,No,LUJIAZUI CENTURY FINANCIAL PLAZA No.1,No. 729 Yanggao South Road,Shanghai,,200126,CN,LEED v4.1 O+M: EB,82,Platinum,12/12/2024 00:00,Yes,Corporate: Privately Held,111520,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205464,No,LUJIAZUI CENTURY FINANCIAL PLAZA No.2,No. 759 Yanggao South Road,Shanghai,,200126,CN,LEED v4.1 O+M: EB,85,Platinum,23/12/2024 00:00,Yes,Corporate: Privately Held,75147,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205466,No,LUJIAZUI CENTURY FINANCIAL PLAZA No.3,No. 799 Yanggao South Road,Shanghai,,200126,CN,LEED v4.1 O+M: EB,85,Platinum,12/12/2024 00:00,Yes,Corporate: Privately Held,75406.12,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205468,No,LUJIAZUI CENTURY FINANCIAL PLAZA No.5,No. 258 Jinkang Road,Shanghai,,200126,CN,LEED v4.1 O+M: EB,82,Platinum,23/12/2024 00:00,Yes,Corporate: Privately Held,42188,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205470,No,LUJIAZUI CENTURY FINANCIAL PLAZA No.6,No. 308 Jinkang Road,Shanghai,,200126,CN,LEED v4.1 O+M: EB,82,Platinum,12/12/2024 00:00,Yes,Corporate: Privately Held,42624.36,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205472,No,LuJiaZui Finance Service Plaza,No. 1217 Dongfang Road,Shanghai,,200126,CN,LEED v4.1 O+M: EB,82,Platinum,18/12/2024 00:00,Yes,Corporate: Privately Held,72904.31,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205475,No,LUJIAZUI FINANCIAL PLAZA,No. 826 Century Avenue,Shanghai,,200126,CN,LEED v4.1 O+M: EB,82,Platinum,23/12/2024 00:00,Yes,Corporate: Privately Held,47696,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205477,No,LJZ Plaza,No. 1600 Century Avenue,Shanghai,,200126,CN,LEED v4.1 O+M: EB,84,Platinum,12/12/2024 00:00,Yes,Corporate: Privately Held,72428,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205480,No,LJZ FINANCIAL HOLDINGS PLAZA PHASE 1,No. 1788-1800 Century Avenue,Shanghai,,200126,CN,LEED v4.1 O+M: EB,81,Platinum,23/12/2024 00:00,Yes,Corporate: Privately Held,41557,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205482,No,LJZ FINANCIAL HOLDINGS PLAZA PHASE 1,No. 1788-1800 Century Avenue,Shanghai,,200126,CN,LEED v4.1 O+M: EB,82,Platinum,23/12/2024 00:00,Yes,Corporate: Privately Held,15673,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205484,No,LJZ FINANCIAL HOLDINGS PLAZA PHASE 1,No. 1788-1800 Century Avenue,Shanghai,,200126,CN,LEED v4.1 O+M: EB,83,Platinum,23/12/2024 00:00,Yes,Corporate: Privately Held,4985,Sq m,0,Office: Mixed-Use,"Lujiazui Group Co., Ltd",06/06/2024 00:00
1000205544,Yes,Confidential,Confidential,Confidential,AP,Confidential,IT,LEED v4.1 O+M: EB,69,Gold,12/05/2025 00:00,Yes,Confidential,4174,Sq m,0,Confidential,Confidential,10/06/2024 00:00
1000205596,Yes,Confidential,Confidential,Confidential,Haryana,Confidential,IN,LEED v4.1 O+M: EB,71,Gold,06/03/2025 00:00,Yes,Confidential,262455,Sq ft,0,Confidential,Confidential,12/06/2024 00:00
1000205638,No,CTS-CHN-CKC-SDB01,"Software Development Block (SDB) - 3, 3",Chennai,Tamil Nadu,600119,IN,LEED v4.1 O+M: EB,86,Platinum,12/01/2025 00:00,Yes,Corporate: Privately Held,594751,Sq ft,0,Office: Administrative/Professional,Cognizant Technology Solutions India Pvt,13/06/2024 00:00
1000205640,No,CTS-CHN-CKC-SDB02,"Software Development Block (SDB) - 3, 3",Chennai,Tamil Nadu,600119,IN,LEED v4.1 O+M: EB,84,Platinum,12/01/2025 00:00,Yes,Corporate: Privately Held,595002,Sq ft,0,Office: Administrative/Professional,Cognizant Technology Solutions India Pvt,13/06/2024 00:00
1000205642,No,CTS-CHN-CKC-SDB03,"Software Development Block (SDB) - 3, 3",Chennai,Tamil Nadu,600119,IN,LEED v4.1 O+M: EB,85,Platinum,12/01/2025 00:00,Yes,Corporate: Privately Held,627793,Sq ft,0,Office: Administrative/Professional,Cognizant Technology Solutions India Pvt,13/06/2024 00:00
1000205644,No,CTS-PUN-CDC-SDB 1A,"Plot No.16, Phase III, Rajiv Gandhi Info",Pune,Maharashtra,411057,IN,LEED v4.1 O+M: EB,81,Platinum,12/01/2025 00:00,Yes,Corporate: Privately Held,427344,Sq ft,0,Office: Administrative/Professional,Cognizant Technology Solutions India Pvt,13/06/2024 00:00
1000205646,No,CTS-PUN-CDC-SDB 1B,"Plot No.16, Phase III, Rajiv Gandhi Info",Pune,Maharashtra,411057,IN,LEED v4.1 O+M: EB,85,Platinum,12/01/2025 00:00,Yes,Corporate: Privately Held,427343.53,Sq ft,0,Office: Administrative/Professional,Cognizant Technology Solutions India Pvt,13/06/2024 00:00
1000205692,No,GLP Shanghai Jinqiao Park WDC2,No 786 Wangqiao Road WDC2,Shanghai,,201206,CN,LEED v4.1 O+M: EB,84,Platinum,29/08/2024 00:00,Yes,Corporate: Privately Held,17974,Sq m,0,Warehouse: General,GLP,14/06/2024 00:00
1000205699,No,1700 Broadway,1700 Broadway,New York,NY,10019,US,LEED v4.1 O+M: EB,58,Silver,24/04/2025 00:00,Yes,"Investor: REIT, Publicly traded",594030,Sq ft,0,Office: Administrative/Professional,Rockhill Management,14/06/2024 00:00
1000205725,No,Mapletree Chengdu Logistics Park S1-1,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,76,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,12349,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205727,No,Mapletree Chengdu Logistics Park S1-2,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,76,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,11266,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205729,No,Mapletree Chengdu Logistics Park S1-3,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,76,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,12025,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205731,No,Mapletree Chengdu Logistics Park S1-4,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,77,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,12007,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205733,No,Mapletree Chengdu Logistics Park S2-1,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,77,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,11586,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205735,No,Mapletree Chengdu Logistics Park S2-2,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,77,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,9681,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205737,No,Mapletree Chengdu Logistics Park S2-3,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,75,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,20541,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205740,No,Mapletree Chengdu Logistics Park S2-4,"New Tunnel of Mimu Town, Qingbaijiang Di",chengdu,Sichuan,610305,CN,LEED v4.1 O+M: EB,75,Gold,28/05/2025 00:00,Yes,Corporate: Privately Held,19438,Sq m,0,Warehouse: General,Mapletree Investments Pte Ltd,15/06/2024 00:00
1000205794,No,Camplus Pavia FT Towers,Via Luigi Giulotto 24,Pavia,PV,27100,IT,LEED v4.1 O+M: EB,61,Gold,24/04/2025 00:00,Yes,Investor: Investment Manager,6226,Sq m,0,Lodging: Dormitory,FT Social Infrastructure 2 SICAF SpA,18/06/2024 00:00
1000205801,No,Ferrero Food Hangzhou Project,"2727 No.2 North Jiangdong Road, Jiangdon",Hangzhou,Zhejiang,310000,CN,LEED v4.1 O+M: EB,80,Platinum,22/02/2025 00:00,Yes,Corporate: Publicly Traded,50107,Sq m,0,Industrial Manufacturing,"FERRERO FOOD (HANGZHOU) CO., LTD.",18/06/2024 00:00
1000205807,No,AVENIDA DE BURGOS 118,"Av. de Burgos, 118",Madrid,Madrid,28050,ES,LEED v4.1 O+M: EB,66,Gold,13/12/2024 00:00,Yes,Investor: Investment Manager,12140,Sq m,0,Office: Administrative/Professional,IBA CAPITAL PARTNERS,19/06/2024 00:00
1000205820,No,60 Adelaide East,60 Adelaide Street East,Toronto,ON,M5C 3E4,CA,LEED v4.1 O+M: EB,64,Gold,09/06/2025 00:00,Yes,"Investor: REIT, Publicly traded",121019,Sq ft,0,Office: Administrative/Professional,Allied Properties REIT,19/06/2024 00:00
1000205861,No,Park Avenue Tower,65 East 55th Street,New York,NY,10022,US,LEED v4.1 O+M: EB,62,Gold,19/02/2025 00:00,Yes,Investor: Equity Fund,540752,Sq ft,0,Office: Mixed-Use,EQ Office,21/06/2024 00:00
1000206147,No,BNK Digital Tower,"398, Seocho-daero, Seocho-gu",Seoul,Soul-tŽukpyolsi,06619,KR,LEED v4 O+M: EB,62,Gold,26/11/2024 00:00,Yes,Investor: Equity Fund,26151,Sq m,0,Office: Mixed-Use,BNK Asset Management,26/06/2024 00:00
